id,user_id,user_name,vendor_id,vendor_name,category_id,category_name,catalog,qty,desc,unitprice,unit,link,orderdate,receiptdate,comment,location
613,12,mkriner,13,Genesee Scientific,2,Mol Bio Consumables,88-343,4,UPrep® Micro Spin Columns (extra 5ug columns),27.20,50 columns,https://geneseesci.com/shop-online/product-details/?product=88-343,2017-02-13,2017-02-21,,21
614,12,mkriner,13,Genesee Scientific,6,Lab consumables,27-125U,4,".2ml 8-Well PCR Strip Tubes, U, Hinged Flat Caps Attached",55.00,each,https://geneseesci.com/shop-online/product-details/?product=27-125U,2017-02-15,2017-02-21,,60
615,12,mkriner,9,Fisher,1,Labware,14-171-147 ,50,narrow vacuum tubing,69.00,feet,http://www.fishersci.com/itemdetail?catnum=14171147,2017-02-15,2017-02-21,,48
616,3,mferrin,9,Fisher,6,Lab consumables,19177522,1,Microflex XCEED Powder-Free Nitrile Exam Gloves; Medium,131.79,case of 10 250-glove boxes,http://www.fishersci.com/itemdetail?catnum=19177522,2017-02-20,2017-02-22,,52
617,3,mferrin,9,Fisher,1,Labware,130754B,1,"Thermo Scientific Nunc Disposable Loops and Needles; Loop, 1microL; Clear",169.30,Carton of 1000,http://www.fishersci.com/itemdetail?catnum=130754B,2017-02-20,2017-02-22,,35
618,7,hpark,23,Gold Biotechnology,5,Chemicals,N-500-500,2,Nourseothricin,180.00,500mg,https://www.goldbio.com/product/1681/nourseothricin-sulfate-streptothricin-sulfate,2017-02-21,2017-02-27,,Antibiotics box in the 4C refrigerator
619,7,hpark,9,Fisher,5,Chemicals,DF0118170,1,"Media additive, Microbiology; BD; BBL; Difco; Bacto; Peptone, Fine Powder; Bottle; Quantity: 500g; 1/EA 211677",100.13,each,https://www.fishersci.com/shop/products/bd-bbl-difco-media-additives-ingredients-reagents-peptone-3/p-4897964,2017-02-22,2017-02-24,,Chemical Racks
620,7,hpark,9,Fisher,5,Chemicals,ICN90152105,1,"D-(+)-Dextrose, (Crystalline), MP Biomedicals, 5kg, alpha-D-(+)-Glucose, F.W. 180.2, C6H12O6, CAS: 50-99-7; 1/EA 0290152105",153.30,each,https://www.fishersci.com/shop/products/dextrose-d-glucose-anhydrous-granular-powder-certified-acs-fisher-chemical-6/p-98685,2017-02-22,2017-02-27,,Chemical Racks
621,3,mferrin,26,Light Laboratory Systems,6,Lab consumables,H-1212,1,"Weigh boat, large, white",54.90,pack of 500,http://www.lightlabsusa.com/Weigh-Boats.html,2017-02-22,2017-03-01,,183
622,3,mferrin,9,Fisher,2,Mol Bio Consumables,F538L,1,Phusion Green HF Buffer Pack,18.88,4 1.5mL tubes,https://www.thermofisher.com/order/catalog/product/F538L,2017-02-22,2017-02-24,,common freezer cloning buffers box
623,12,mkriner,14,Sigma Aldrich,5,Chemicals,C2759 ,1,Carbonyl cyanide 3-chlorophenylhydrazone (CCCP),28.40,100mg,http://www.sigmaaldrich.com/catalog/product/sigma/c2759?lang=en&region=US,2017-03-07,2017-03-14,,refrigerator chemical box
624,7,hpark,9,Fisher,7,Enzymes,F548L,1,Phusion Flash High-Fidelity PCR Master Mix; 100 x 20uL Rxns,307.39,each,https://www.lifetechnologies.com/order/catalog/product/F548L,2017-03-13,2017-03-16,,-20 freezer
625,12,mkriner,9,Fisher,1,Labware,1495970C,2,Falcon 15mL Conical Centrifuge Tubes,97.84,case of 500,http://www.fishersci.com/itemdetail?catnum=1495970C,2017-03-15,2017-03-16,,8
626,12,mkriner,9,Fisher,1,Labware,1495949A,1,Falcon 50mL Conical Centrifuge Tubes,102.14,case of 500,http://www.fishersci.com/itemdetail?catnum=1495949A,2017-03-15,2017-03-16,,8
627,7,hpark,9,Fisher,1,Labware,17271A,1,Safety Glasses; Polysafe Plus; Silicone-coated for scratch resistance; Wrap-around; Clear; 1/EA 11180037,4.52,each,https://www.fishersci.com/shop/products/north-polysafe-polysafe-plus-wraparound-spectacles-4/17271a?keyword=true,2017-03-15,2017-03-22,,61
628,7,hpark,6,Zymo Research,5,Chemicals,D4001-1-100,1,ADB Agarose Dissolving Buffer,60.15,each,http://www.zymoresearch.com/buffers/adb-agarose-dissolving-buffer-100-ml,2017-03-15,2017-03-20,,21
629,3,mferrin,9,Fisher,7,Enzymes,FD0583,1,FastDigest NdeI,18.00,each,https://www.thermofisher.com/order/catalog/product/FD0583?ICID=search-FD0583,2017-03-20,2017-03-22,,Enzyme box at -80C
630,3,mferrin,15,Research Products International,1,Labware,142412,2,"Cryo-Safe Cooler with Gel filled Lid, Holds 0.5, 1.5, or 2.0 ml Tubes, 32 Tube Capacity",182.93,ea,https://www.rpicorp.com/products/laboratory-equipment/cryoware/cryo-safe-cooler-w-gel-filled-lid-32-tube-capacity.html,2017-03-20,2017-04-07,for enzyme storage,-20 common freezer
631,7,hpark,8,Addgene,4,Cells/Plasmids,44858,1,pFA6a-link-yomRuby2-SpHis5 ,65.00,each,https://www.addgene.org/44858/,2017-03-21,2017-03-24,,-80 freezer
632,3,mferrin,9,Fisher,1,Labware,14559405,1,"Pipet, Mechanical; Sartorius; BIOHIT; MLINE; Single channel; Range: 0.5 to 10uL",218.00,ea,https://www.fishersci.ca/shop/products/sartorius-biohit-mline-single-channel-mechanical-pipetters-8/14559405,2017-03-28,2017-04-06,,
633,3,mferrin,13,Genesee Scientific,2,Mol Bio Consumables,88-343,4,UPrep® Micro Spin Columns (extra 5ug columns),27.20,50 columns,https://geneseesci.com/shop-online/product-details/?product=88-343,2017-03-30,2017-04-04,,21
634,12,mkriner,12,USA Scientific,6,Lab consumables,1110-3700,10,0.1-10/20 ul XL TipOne natural tip wafers,20.25,10 wafers of 96 tips,http://www.usascientific.com/10ul-tipone-elongated-wafers.aspx,2017-04-03,2017-04-07,,
635,7,hpark,9,Fisher,6,Lab consumables,149561J,3,Culture Test Tube; Polypropylene; Sterile; Cap style: snap; O.D. x L: 17 x 100mm,64.71,500 tubes/case,https://solutions.sciquest.com/apps/Router/ExternalSiteTransition?url=http%3A%2F%2Fwww.fishersci.com%2Fitemdetail%3Fcatnum%3D149561J,2017-04-04,2017-04-07,,23
636,3,mferrin,43,Office Max,3,Equipment,CE255A,1,"HP 55A, Black Original Toner Cartridge",146.49,ea,https://maxbuyer.officemax.com/shop/ext.viewCIFItemDetail.web?nid=0917233&subsuplr=1&tieroneid=XX,2017-04-04,2017-04-05,floor budget 200656,
637,1,rasi,4,NEB,4,Cells/Plasmids,C3020K,1,NEB 10-beta Electrocompetent E.coli,187.20,6x0.1 ml,https://www.neb.com/products/c3020-neb-10-beta-electrocompetent-e-coli,2017-04-07,2017-04-11,for library prep,Rasi -80C
638,1,rasi,4,NEB,7,Enzymes,E2621S,1,NEBuilder HiFi DNA Assembly Master Mix ,143.10,10 rxns,https://www.neb.com/products/e2621-nebuilder-hifi-dna-assembly-master-mix,2017-04-07,2017-04-11,for library prep,Common -20
639,7,hpark,9,Fisher,7,Enzymes,FD1704,1,FastDigest DpnI 100 reactions,63.15,ea,https://www.thermofisher.com/order/catalog/product/FD1703,2017-04-10,2017-04-13,,-20 freezer
640,17,nweir,9,Fisher,9,Cell Culture,ICN10055210,1,Puromycin Dihydrochloride,26.34,10mg,https://www.fishersci.com/shop/products/puromycin-dihydrochloride-mp-biomedicals-10mg/icn10055210,2017-04-12,2017-04-18,For TC,4C common fridge antibiotics box
641,12,mkriner,2,VWR,6,Lab consumables,60941-086,2,Breathable adhesive films for biological cultures rayon sterile.,46.42,pack of 50,https://us.vwr.com/store/catalog/product.jsp?product_id=4788819,2017-04-13,2017-04-18,,
642,12,mkriner,13,Genesee Scientific,2,Mol Bio Consumables,11-308AB,1,ZR Plasmid Miniprep-Classic Kit,331.00,400 preps,https://geneseesci.com/shop-online/product-details/?product=11-308AB,2017-04-14,2017-04-19,,21
643,12,mkriner,13,Genesee Scientific,2,Mol Bio Consumables,88-343,2,UPrep® Micro Spin Columns (extra 5ug columns),27.20,50 columns,https://geneseesci.com/shop-online/product-details/?product=88-343,2017-04-14,2017-08-03,,21
644,12,mkriner,9,Fisher,1,Labware,02-682-558,2,"cryo tubes, 2ml, screw cap",39.07,pack of 500,http://www.fishersci.com/shop/products/fisherbrand-free-standing-microcentrifuge-tubes-screw-caps-capacity-2-0ml/02682558,2017-04-14,2017-04-19,,20
645,3,mferrin,4,NEB,7,Enzymes,M0208L,1,"Taq DNA Ligase - 10,000 units",280.80,ea,https://www.neb.com/products/m0208-taq-dna-ligase,2017-04-17,2017-04-18,for gibson assembly,common freezer box 1
646,3,mferrin,9,Fisher,2,Mol Bio Consumables,FERR0181,1,"dNTP Set; 4 x 0.25mL; 100mM solutions of dATP, dGTP, dCTP and dTTP in separate tubes",123.77,ea,http://www.fishersci.com/itemdetail?catnum=FERR0181,2017-08-15,2017-08-16,,
647,3,mferrin,10,MAIROS INC DBA KEENEY'S OFFICE SUPPLY IN,6,Lab consumables, LV-00-004-3031,1,"Dymo Compatible Polypropylene Labels 2 up - 1-1/2"" x 1/2""",22.95,1500 Labels Per Roll,http://www.amazon.com/gp/product/B00KQL0F94?psc=1&redirect=true&ref_=od_aui_detailpages00,2017-04-19,2017-04-24,order this for labeling cryovials ,
648,3,mferrin,3,Bio-Rad,2,Mol Bio Consumables,3450063,4,"16.5% Criterion(tm) Tris-Tricine Gel, 12+2 well, 45 ul",15.20,ea,http://www.bio-rad.com/en-us/sku/3450063-16-5-criteriontris-tricine-gel-122-well-45-ul?parentCategoryGUID=N3GSHP2B7,2017-04-25,2017-05-09,,common 4C
649,3,mferrin,9,Fisher,9,Cell Culture,50310631,1,"Aquaguard-1 Solution, CO2 incubator water tray disinfection",226.67,1000ml,http://www.promokine.info/products/microbial-detection-elimination/disinfectants-stabilizers/aquaguard/,2017-04-26,2017-05-09,"Use only for TC incubators, not water baths",TC room below sink
650,3,mferrin,9,Fisher,6,Lab consumables,19177522,1,Microflex XCEED Powder-Free Nitrile Exam Gloves; Medium,131.79,case of 10 250-glove boxes,http://www.fishersci.com/itemdetail?catnum=19177522,2017-04-30,2017-05-02,,52
651,3,mferrin,9,Fisher,6,Lab consumables,19177521,1,Microflex XCEED Powder-Free Nitrile Exam Gloves; Small,129.11,case of 10 250-glove boxes,http://www.fishersci.com/itemdetail?catnum=19177522,2017-04-30,2017-05-02,,52
652,7,hpark,9,Fisher,7,Enzymes,FD0594,1,FastDigest NotI 50 reactions,59.00,each,https://www.thermofisher.com/order/catalog/product/FD0593,2017-05-01,2017-05-03,,-20 freezer
653,3,mferrin,9,Fisher,6,Lab consumables,1367811D,2,"5ml sterile disposable pipettes, polystyrene",18.27,case of 200,http://www.fishersci.com/itemdetail?catnum=1367811D,2017-05-01,2017-05-03,,for TC room
654,12,mkriner,9,Fisher,6,Lab consumables,3595,2,Costar Flat Bottom Cell Culture Plates; 96-well,106.76,case of 50,http://www.fishersci.com/itemdetail?catnum=0720089,2017-05-02,2017-05-04,,34
655,12,mkriner,13,Genesee Scientific,6,Lab consumables,27-125U,4,".2ml 8-Well PCR Strip Tubes, U, Hinged Flat Caps Attached",55.00,each,https://geneseesci.com/shop-online/product-details/?product=27-125U,2017-05-03,2017-05-11,,60
656,3,mferrin,4,NEB,2,Mol Bio Consumables,N3233S,1,Low Molecular Weight DNA Ladder,57.60,ea,https://www.neb.com/products/n3233-low-molecular-weight-dna-ladder,2017-05-03,2017-05-04,,common -20
657,3,mferrin,13,Genesee Scientific,5,Chemicals,25-532,1,"Carbenicillin, Disodium Salt, Powder, >90%",41.49,5g,https://geneseesci.com/shop-online/product-details/?product=25-532,2017-05-04,2017-05-10,,common 4C
658,3,mferrin,3,Bio-Rad,2,Mol Bio Consumables,1610768,1,2x TBE-Urea Sample Buffer,51.30,30ml,http://www.bio-rad.com/en-cn/sku/1610768-2x-tbe-urea-sample-buffer-30-ml,2017-05-11,2017-05-15,,75
659,3,mferrin,3,Bio-Rad,2,Mol Bio Consumables,3450067,2,"10-20% Criterion(tm) Tris-Tricine Gel, 12+2 well, 45 ul",15.20,ea,http://www.bio-rad.com/en-us/sku/3450067-10-20-criteriontris-tricine-gel-122-well-45-ul,2017-05-11,2017-05-19,,common 4C
660,3,mferrin,3,Bio-Rad,2,Mol Bio Consumables,3450091,2,"15% Criterion™ TBE-Urea Polyacrylamide Gel, 12+2 well, 45 µl",15.20,ea,http://www.bio-rad.com/evportal/destination/commerce/sku_detail?cmd=catProductDetail&vertical=LSR&productID=3450090,2017-05-11,2017-06-02,,common 4C
661,3,mferrin,3,Bio-Rad,2,Mol Bio Consumables,3450086,2,"5% Criterion™ TBE-Urea Gel, 18 well, 30 µl",18.05,ea,http://www.bio-rad.com/prd/en/US/adirect/biorad?ts=1&cmd=BRB2BCatgProductDetail&catID=c4736b6d-3a09-4aaa-8002-174ae319205d,2017-05-11,2017-06-02,,common 4C
662,3,mferrin,8,Addgene,4,Cells/Plasmids,65008,1,pCRISPReporter-mCherry,65.00,each,https://www.addgene.org/65008/,2017-05-11,2017-05-16,E. coli optimized mCherry,
663,1,rasi,45,PerkinElmer,12,Radioactivity,BLU007X250UC,1,"UTP, [?-32P]- 800Ci/mmol 10mCi/ml , 250 µCi",180.00,250 µCi,http://www.perkinelmer.com/product/utp-a-32p-blu007x250uc,,2017-05-16,For in vitro transcription,Radioactivity Lockbox
664,12,mkriner,26,Light Laboratory Systems,2,Mol Bio Consumables,A1705,1,Agarose LE powder,219.00,500g,https://www.lightlabsusa.com/Agarose-LE.html,2017-05-15,2017-05-19,,
665,7,hpark,14,Sigma Aldrich,5,Chemicals,P4338-500G,1,"Poly(ethylene glycol) BioXtra, average mol wt 3,350, powder",89.80,each,http://www.sigmaaldrich.com/catalog/product/sial/p4338?lang=en&region=US,2017-05-16,2017-05-18,This is for yeast transformation and a replacement,170
666,3,mferrin,46,PartsSource,3,Equipment,01-5008,1,Ludlum 44-9 probe replacement tube,187.88,ea,https://www.partsfinder.com/parts/ludlum-measurements/015008,2017-05-16,2017-05-31,,
667,3,mferrin,13,Genesee Scientific,2,Mol Bio Consumables,88-343,5,UPrep® Micro Spin Columns (extra 5ug columns),27.20,50 columns,https://geneseesci.com/shop-online/product-details/?product=88-343,2017-05-17,2017-05-22,,21
668,3,mferrin,43,Office Max,11,office supplies,P1207010,1,"HP All-In-One Printing Paper, Letter Size",5.03,500 sheets,https://maxbuyer.officemax.com/shop/ext.viewCIFItemDetail.web?nid=0412560&subsuplr=1&tieroneid=XX,2017-05-17,2017-05-22,floor budget 200656,lab b&w printer
669,7,hpark,6,Zymo Research,6,Lab consumables,D4041,1,Zyppy™-96 Plasmid Miniprep,370.00,each,http://www.zymoresearch.com/dna/plasmid-dna-purification/bacterial-plasmid/zyppy-96-plasmid-miniprep,2017-05-18,2017-05-24,,HPark drawer 137
670,3,mferrin,12,USA Scientific,6,Lab consumables,1110-3700,20,0.1-10/20 ul XL TipOne natural tip wafers,20.25,10 wafers of 96 tips,http://www.usascientific.com/10ul-tipone-elongated-wafers.aspx,2017-05-22,2017-05-24,,
671,3,mferrin,12,USA Scientific,6,Lab consumables,1112-1720,5,1250 ul XL TipOne natural tip wafers,22.35,10 wafers of 96 tips,http://www.usascientific.com/1250ul-tipone-wafers-2.aspx,2017-05-22,2017-05-24,,
672,3,mferrin,12,USA Scientific,6,Lab consumables,1110-1700,5,200 ul TipOne Profile graduated tip wafers,18.25,10 wafers of 96 tips,http://www.usascientific.com/200ul-tipone-graduated-wafers.aspx,2017-05-22,2017-05-24,,
673,12,mkriner,9,Fisher,1,Labware,FB0875713,2,Fisherbrand Petri Dishes with Clear Lid; Beveled ridge; 100 x 15mm,40.16,500/CS,http://www.fishersci.com/itemdetail?catnum=FB0875713,2017-05-22,2017-08-03,,4
674,12,mkriner,13,Genesee Scientific,6,Lab consumables,28-123,1,"25ml Divided Reagent Reservoir, Bulk, Sterile",45.40,case of 100,https://geneseesci.com/shop-online/product-details/?product=28-123,2017-05-22,2017-05-30,,22
675,3,mferrin,9,Fisher,5,Chemicals,5089990069,1,SequaGel - UreaGel System,91.08,1 L kit,https://www.nationaldiagnostics.com/electrophoresis/product/sequagel-ureagel-system,2017-05-23,2017-05-26,,
676,3,mferrin,9,Fisher,5,Chemicals,892025ML,1,TEMED,27.00,25 mL,http://www.fishersci.com/itemdetail?catnum=892025ML,2017-05-23,2017-06-01,,74
678,3,mferrin,26,Light Laboratory Systems,6,Lab consumables,H-1211,1,"Weigh boat, medium, white",29.90,pack of 500,http://www.lightlabsusa.com/Weigh-Boats.html,2017-05-24,2017-06-01,,182
679,3,mferrin,14,Sigma Aldrich,5,Chemicals,T0377-100G,1,Tricine,65.30,100g,http://www.sigmaaldrich.com/catalog/product/sigma/t0377?lang=en&region=US,2017-05-24,2017-05-30,,173
680,14,pburke,9,Fisher,6,Lab consumables,1367811C,1,"2ml sterile disposable pipettes, polystyrene",53.78,case of 500,http://www.fishersci.com/itemdetail?catnum=1367811D,2017-05-26,2017-06-04,,TC room
681,14,pburke,9,Fisher,6,Lab consumables,1367811,1,"25ml sterile disposable pipettes, polystyrene",44.93,case of 200,http://www.fishersci.com/itemdetail?catnum=1367811D,2017-05-26,2017-06-04,,TC Room
682,3,mferrin,9,Fisher,9,Cell Culture,31985062,1,Opti-MEM I Reduced Serum Medium,18.69,100ml,http://www.fishersci.com/itemdetail?catnum=31985062,2017-05-26,2017-05-30,,TC room
683,12,mkriner,13,Genesee Scientific,6,Lab consumables,25-240,2,"Syringe Filters, PVDF, 0.22µm, 30mm Diameter, Sterile",25.50,pack of 30,https://geneseesci.com/shop-online/product-details/?product=25-240,2017-05-30,2017-06-05,,
684,12,mkriner,3,Bio-Rad,6,Lab consumables,1652089,4,Biorad Electroporation Cuvettes 1mm gap,92.50,pack of 50,http://www.bio-rad.com/en-us/product/gene-pulser-micropulser-electroporation-cuvettes,2017-05-30,2017-06-02,,15
685,12,mkriner,9,Fisher,2,Mol Bio Consumables,F538L,1,Phusion Green HF Buffer Pack,18.88,4 1.5mL tubes,https://www.thermofisher.com/order/catalog/product/F538L,2017-05-30,2017-06-05,,common freezer cloning buffers box
686,3,mferrin,9,Fisher,7,Enzymes,L1030,1,E. coli S30 Extract System,458.00,ea,http://www.fishersci.com/itemdetail?catnum=PRL1030,2017-05-23,2017-06-01,,-80 freezer
687,3,mferrin,12,USA Scientific,6,Lab consumables,1122-1730,1,"1000 ul XL TipOne filter tip refill cassette, sterile",45.00,1000 tips,http://www.usascientific.com/1000ul-tipone-xl-filter-tip-cassette.aspx,2017-06-01,2017-06-15,,5
688,3,mferrin,12,USA Scientific,6,Lab consumables,1120-3710,1,"0.1-10/20 ul XL TipOne filter tip refill cassette, sterile",39.15,1000 tips,http://www.usascientific.com/10ul-tipone-elongated-filter-tip-cassette.aspx,2017-06-01,2017-06-09,,5
689,3,mferrin,13,Genesee Scientific,2,Mol Bio Consumables,88-143,5,UPrep® Spin Columns (extra miniprep columns),24.10,50 columns,https://geneseesci.com/shop-online/product-details/?product=88-143,2017-06-01,2017-06-07,,21
690,3,mferrin,13,Genesee Scientific,5,Chemicals,11-413B,2,DNA Wash Buffer,57.20,48ml concentrated,https://geneseesci.com/shop-online/product-details/?product=11-413B,2017-06-01,2017-06-07,,21
691,3,mferrin,3,Bio-Rad,2,Mol Bio Consumables,1610375,1,Precision Plus Protein™ Kaleidoscope™ Prestained Protein Standards ,112.00,0.5ml,http://www.bio-rad.com/en-us/sku/1610375-precision-plus-protein-kaleidoscope-prestained-protein-standards,2017-06-02,2017-06-07,,4C
692,3,mferrin,25,Sarstedt,6,Lab consumables,83.1824.001,1,Vacuum Filter 1L 0.22µm Polyethersulfone Individually Wrapped Sterile,101.40,12 / case,https://www.sarstedt.com/en/products/laboratory/cell-tissue-culture/filtration/product/831824001/,2017-06-05,2017-06-13,,107
693,3,mferrin,25,Sarstedt,6,Lab consumables,83.1822.001,1,	 Vacuum Filter 250ml 0.22µm Polyethersulfone Individually Wrapped Sterile,66.80,12 / case,https://www.sarstedt.com/en/products/laboratory/cell-tissue-culture/filtration/product/831822001/,2017-06-05,2017-06-13,,107
694,7,hpark,9,Fisher,6,Lab consumables,05408129,1,Fisherbrand Premium Microcentrifuge Tubes: 1.5mL; Natural,127.37,"case of 5,000",http://www.fishersci.com/itemdetail?catnum=05408129,2017-06-05,2017-06-07,,20
695,3,mferrin,4,NEB,2,Mol Bio Consumables,N0364S,1,Low range ssRNA ladder,59.40,25ul,https://www.neb.com/products/n0364-low-range-ssrna-ladder,2017-06-05,2017-06-07,,-20
696,3,mferrin,13,Genesee Scientific,2,Mol Bio Consumables,88-343,5,UPrep® Micro Spin Columns (extra 5ug columns),27.20,50 columns,https://geneseesci.com/shop-online/product-details/?product=88-343,2017-06-12,2017-06-20,,21
697,12,mkriner,32,Licor,6,Lab consumables,927-40000,1,Odyssey® Blocking Buffer,130.00,ea,https://www.licor.com/bio/products/reagents/blocking_buffers/odyssey_blocker_pbs.html,2017-06-13,2017-06-20,,common refrigerator
698,12,mkriner,9,Fisher,1,Labware,S05378,2,flat toothpicks,2.05,box,http://fisherfast.fishersci.ca/productDetails_PROD_4611163,2017-06-13,2017-06-21,,148
699,12,mkriner,9,Fisher,1,Labware,23-400-102,1,wooden applicator sticks,17.42,864 sticks,https://www.fishersci.com/shop/products/fisherbrand-plain-tipped-applicators-3/p-183385,2017-06-13,2017-06-15,,148
700,7,hpark,14,Sigma Aldrich,5,Chemicals,S3889-1KG,1,"D-Sorbitol BioReagent, cell culture tested, plant cell culture tested",54.40,each,http://www.sigmaaldrich.com/catalog/product/sigma/s3889?lang=en&region=US,2017-06-20,2017-06-22,,170
701,3,mferrin,9,Fisher,6,Lab consumables,19177522,1,Microflex XCEED Powder-Free Nitrile Exam Gloves; Medium,131.79,case of 10 250-glove boxes,http://www.fishersci.com/itemdetail?catnum=19177522,2017-06-20,2017-06-28,,52
702,12,mkriner,9,Fisher,5,Chemicals,AAJ6690103,1,"cycloheximide powder, 95% ultrapure",37.95,1g,https://www.fishersci.com/shop/products/cycloheximide-98-1g/aaj6690103,2017-06-21,2017-06-29,,4C chemicals box
703,7,hpark,9,Fisher,5,Chemicals,BP1752I-100,1,"Phenol/Chloroform/Isoamyl Alcohol (25:24:1 Mixture, pH 6.7/8.0, Liq.), Fisher BioReagents Available on GSA/VA Contract for Federal Government customers only.",46.83,each,https://www.fishersci.com/shop/products/phenol-chloroform-isoamyl-alcohol-25-24-1-mixture-ph-6-7-8-0-liq-fisher-bioreagents-coated-amber-glass-poison-pack-100ml/bp1752i100,2017-06-20,2017-06-23,,4oC
704,3,mferrin,4,NEB,7,Enzymes,M0208L,1,"Taq DNA Ligase - 10,000 units",280.80,ea,https://www.neb.com/products/m0208-taq-dna-ligase,2017-06-23,2017-06-29,for gibson assembly,common freezer box 1
705,3,mferrin,13,Genesee Scientific,6,Lab consumables,27-125U,4,".2ml 8-Well PCR Strip Tubes, U, Hinged Flat Caps Attached",55.00,each,https://geneseesci.com/shop-online/product-details/?product=27-125U,2017-06-27,2017-06-30,,60
706,12,mkriner,23,Gold Biotechnology,5,Chemicals,D-340-25,1,Diethylpyrocarbonate (DEPC),55.00,25ml,https://www.goldbio.com/product/3800/diethylpyrocarbonate-depc-,2017-06-27,2017-07-06,,
707,12,mkriner,9,Fisher,6,Lab consumables,7030 (NC9863486),2,SW41Ti ultracentrifuge tubes,127.31,pack of 50,http://setonscientific.com/wordpress1/open-top-polyclear-tubes-_2/,2017-06-27,2017-07-03,,Shelf # 80 
708,12,mkriner,9,Fisher,6,Lab consumables,3595,2,Costar Flat Bottom Cell Culture Plates; 96-well,108.92,case of 50,http://www.fishersci.com/itemdetail?catnum=0720089,2017-06-27,2017-06-29,,34
709,7,hpark,13,Genesee Scientific,6,Lab consumables,27-125U,1,".2ml 8-Well PCR Strip Tubes, U, Hinged Flat Caps Attached",55.00,each,https://geneseesci.com/shop-online/product-details/?product=27-125U,2017-06-28,2017-07-05,,60
710,7,hpark,9,Fisher,5,Chemicals,BP1421-500,1,Fisher BioReagents™ Microbiology Media Additives: Tryptone Available on GSA/VA Contract for Federal Government customers only.,75.00,each,https://www.fishersci.com/shop/products/fisher-bioreagents-microbiology-media-additives-tryptone-tryptone-500g/bp1421500,2017-06-28,2017-06-28,Downstair stock room,173
711,12,mkriner,3,Bio-Rad,6,Lab consumables,2239955,5,Semimicrovolume Disposable Polystyrene Cuvettes,10.25,pkg of 100,http://www.bio-rad.com/prd/en/US/adirect/biorad?ts=1&cmd=BRB2BCatgProductDetail&catID=0381364e-7120-4326-8eac-e588ebf5150b,2017-06-30,2017-07-06,,9
712,14,pburke,9,Fisher,6,Lab consumables,1367811D,1,"5ml sterile disposable pipettes, polystyrene",18.27,case of 200,http://www.fishersci.com/itemdetail?catnum=1367811D,2017-07-03,2017-07-06,,for TC
713,14,pburke,9,Fisher,6,Lab consumables,1367811E,1,"10ml sterile disposable pipettes, polystyrene",19.41,case of 200,http://www.fishersci.com/itemdetail?catnum=1367811D,2017-07-03,2017-07-06,,for TC
714,14,pburke,9,Fisher,6,Lab consumables,1367811,1,"25ml sterile disposable pipettes, polystyrene",44.93,case of 200,http://www.fishersci.com/itemdetail?catnum=1367811D,2017-07-03,2017-07-06,,For main lab
715,12,mkriner,9,Fisher,2,Mol Bio Consumables,BP1754I100,1,"Phenol/Chloroform/Isoamyl Alcohol 125:24:1 Mixture, pH 4.3",81.19,100ml,http://www.fishersci.com/itemdetail?catnum=BP1754I100,2017-07-05,2017-07-12,,communal 4C fridge
716,3,mferrin,13,Genesee Scientific,2,Mol Bio Consumables,88-143,5,UPrep® Spin Columns (extra miniprep columns),24.10,50 columns,https://geneseesci.com/shop-online/product-details/?product=88-143,2017-07-06,2017-07-11,,21
717,3,mferrin,13,Genesee Scientific,2,Mol Bio Consumables,88-343,5,UPrep® Micro Spin Columns (extra 5ug columns),27.20,50 columns,https://geneseesci.com/shop-online/product-details/?product=88-343,2017-07-06,2017-07-11,this was a mistake; unable to delete,21
718,3,mferrin,12,USA Scientific,6,Lab consumables,1110-1700,5,200 ul TipOne Profile graduated tip wafers,18.25,10 wafers of 96 tips,http://www.usascientific.com/200ul-tipone-graduated-wafers.aspx,2017-07-06,2017-07-11,,
719,7,hpark,9,Fisher,7,Enzymes,FD0594,1,FastDigest NotI 50 reactions,59.00,each,https://www.thermofisher.com/order/catalog/product/FD0593,2017-07-06,2017-07-07,,-20 freezer
720,7,hpark,9,Fisher,1,Labware,1495949A,1,Falcon 50mL Conical Centrifuge Tubes,102.14,case of 500,http://www.fishersci.com/itemdetail?catnum=1495949A,2017-07-06,2017-07-07,,8
721,1,rasi,14,Sigma Aldrich,6,Lab consumables,G8772-100G,1,"Glass beads, acid-washed 425-600 µm (50-70 U.S. sieve) ",92.00,1,http://www.sigmaaldrich.com/catalog/product/sigma/g8772,2017-07-06,2017-07-11,,183
722,3,mferrin,13,Genesee Scientific,2,Mol Bio Consumables,88-343,1,UPrep® Micro Spin Columns (extra 5ug columns),27.20,50 columns,https://geneseesci.com/shop-online/product-details/?product=88-343,2017-07-06,2017-07-11,,21
723,14,pburke,17,Life Technologies,10,instruments & tools,12331D,1,Magnet; DynaMag; DYNAL -96 Side Magnet,800.00,1,https://www.thermofisher.com/order/catalog/product/12331D,2017-07-13,2017-07-31,For ampure bead clean-ups. Grant No. 220234 ,Drawer # 70 
724,3,mferrin,17,Life Technologies,7,Enzymes,EP0752,1,"Maxima H Minus Reverse Transcriptase; 10,000U; ",161.59,ea,https://www.thermofisher.com/order/catalog/product/EP0741,2017-07-14,2017-07-18,,Lab Enzyme Box 1
725,3,mferrin,13,Genesee Scientific,2,Mol Bio Consumables,11-308AB,1,ZR Plasmid Miniprep-Classic Kit,332.00,400 preps,https://geneseesci.com/shop-online/product-details/?product=11-308AB,2017-07-14,2017-07-19,,21
